abn,remuneration_quartile,reporting_period,avg_total_remuneration
32600120787,Lower quartile,2023 - 24,"80,000.00"
32600120787,Lower middle quartile,2023 - 24,"88,000.00"
32565549842,Upper quartile,2023 - 24,"223,000.00"
32565549842,Upper middle quartile,2023 - 24,"120,000.00"
32565549842,Total workforce,2023 - 24,"130,000.00"
32565549842,Lower quartile,2023 - 24,"78,000.00"
32565549842,Lower middle quartile,2023 - 24,"100,000.00"
32525803013,Upper quartile,2023 - 24,"167,000.00"
32525803013,Upper middle quartile,2023 - 24,"120,000.00"
32525803013,Total workforce,2023 - 24,"115,000.00"
32525803013,Lower quartile,2023 - 24,"81,000.00"
32525803013,Lower middle quartile,2023 - 24,"93,000.00"
32451688039,Upper quartile,2023 - 24,"157,000.00"
32451688039,Upper middle quartile,2023 - 24,"124,000.00"
32451688039,Total workforce,2023 - 24,"108,000.00"
32451688039,Lower quartile,2023 - 24,"66,000.00"
32451688039,Lower middle quartile,2023 - 24,"87,000.00"
32429763569,Upper middle quartile,2024 - 25,"86,000.00"
32429763569,Total workforce,2023 - 24,"86,000.00"
32429763569,Lower quartile,2023 - 24,"73,000.00"
32429763569,Lower middle quartile,2023 - 24,"79,000.00"
32415186787,Upper quartile,2023 - 24,"113,000.00"
32415186787,Upper middle quartile,2024 - 25,"101,000.00"
32415186787,Total workforce,2023 - 24,"94,000.00"
32415186787,Lower quartile,2023 - 24,"77,000.00"
32415186787,Lower middle quartile,2023 - 24,"91,000.00"
32390268817,Upper middle quartile,2024 - 25,"72,000.00"
32390268817,Total workforce,2023 - 24,"75,000.00"
32390268817,Lower quartile,2023 - 24,"63,000.00"
32390268817,Lower middle quartile,2023 - 24,"68,000.00"
32310558963,Upper middle quartile,2024 - 25,"95,000.00"
32310558963,Total workforce,2023 - 24,"85,000.00"
32310558963,Lower quartile,2023 - 24,"65,000.00"
32310558963,Lower middle quartile,2023 - 24,"77,000.00"
32266778912,Upper quartile,2023 - 24,"353,000.00"
32266778912,Upper middle quartile,2023 - 24,"223,000.00"
32266778912,Total workforce,2023 - 24,"202,000.00"
32266778912,Lower quartile,2023 - 24,"90,000.00"
32266778912,Lower middle quartile,2023 - 24,"142,000.00"
32235709466,Upper quartile,2023 - 24,"110,000.00"
32235709466,Upper middle quartile,2024 - 25,"77,000.00"
32235709466,Total workforce,2023 - 24,"79,000.00"
32235709466,Lower quartile,2023 - 24,"65,000.00"
32235709466,Lower middle quartile,2023 - 24,"69,000.00"
32180310839,Upper middle quartile,2024 - 25,"113,000.00"
32180310839,Total workforce,2023 - 24,"94,000.00"
32180310839,Lower quartile,2023 - 24,"68,000.00"
32180310839,Lower middle quartile,2023 - 24,"79,000.00"
32168995177,Upper quartile,2023 - 24,"153,000.00"
32168995177,Upper middle quartile,2023 - 24,"83,000.00"
32168995177,Total workforce,2023 - 24,"92,000.00"
32168995177,Lower quartile,2023 - 24,"59,000.00"
32168995177,Lower middle quartile,2023 - 24,"74,000.00"
32168705548,Upper middle quartile,2024 - 25,"87,000.00"
32165443667,Upper quartile,2023 - 24,"258,000.00"
32165443667,Upper middle quartile,2023 - 24,"165,000.00"
32165443667,Total workforce,2023 - 24,"161,000.00"
32165443667,Lower quartile,2023 - 24,"94,000.00"
32165443667,Lower middle quartile,2023 - 24,"128,000.00"
32164318016,Upper quartile,2023 - 24,"159,000.00"
32164318016,Upper middle quartile,2024 - 25,"108,000.00"
32164318016,Total workforce,2023 - 24,"96,000.00"
32164318016,Lower quartile,2023 - 24,"58,000.00"
32164318016,Lower middle quartile,2023 - 24,"74,000.00"
32147919328,Upper quartile,2023 - 24,"275,000.00"
32147919328,Upper middle quartile,2023 - 24,"172,000.00"
32147919328,Total workforce,2023 - 24,"163,000.00"
32147919328,Lower quartile,2023 - 24,"80,000.00"
32147919328,Lower middle quartile,2023 - 24,"126,000.00"
32144791097,Upper quartile,2023 - 24,"103,000.00"
32144791097,Upper middle quartile,2023 - 24,"76,000.00"
32144791097,Total workforce,2023 - 24,"78,000.00"
32144791097,Lower quartile,2023 - 24,"62,000.00"
32144791097,Lower middle quartile,2023 - 24,"70,000.00"
32141219785,Upper quartile,2023 - 24,"224,000.00"
32141219785,Upper middle quartile,2024 - 25,"113,000.00"
32141219785,Total workforce,2023 - 24,"122,000.00"
32141219785,Lower quartile,2023 - 24,"71,000.00"
32141219785,Lower middle quartile,2023 - 24,"86,000.00"
32140108390,Upper quartile,2023 - 24,"276,000.00"
32140108390,Upper middle quartile,2023 - 24,"177,000.00"
32140108390,Total workforce,2023 - 24,"169,000.00"
32140108390,Lower quartile,2023 - 24,"92,000.00"
32140108390,Lower middle quartile,2023 - 24,"132,000.00"
32140019290,Upper quartile,2023 - 24,"168,000.00"
32140019290,Upper middle quartile,2023 - 24,"97,000.00"
32140019290,Total workforce,2023 - 24,"102,000.00"
32140019290,Lower quartile,2023 - 24,"62,000.00"
32140019290,Lower middle quartile,2023 - 24,"81,000.00"
32136435062,Upper quartile,2023 - 24,"264,000.00"
32136435062,Upper middle quartile,2023 - 24,"188,000.00"
32136435062,Total workforce,2023 - 24,"176,000.00"
32136435062,Lower quartile,2023 - 24,"104,000.00"
32136435062,Lower middle quartile,2023 - 24,"149,000.00"
32131427695,Upper quartile,2023 - 24,"119,000.00"
32131427695,Upper middle quartile,2023 - 24,"75,000.00"
32131427695,Total workforce,2023 - 24,"78,000.00"
32131427695,Lower quartile,2023 - 24,"56,000.00"
32131427695,Lower middle quartile,2023 - 24,"64,000.00"
32119214078,Upper quartile,2023 - 24,"153,000.00"
32119214078,Upper middle quartile,2023 - 24,"96,000.00"
32119214078,Total workforce,2023 - 24,"104,000.00"
32119214078,Lower quartile,2023 - 24,"77,000.00"
32119214078,Lower middle quartile,2023 - 24,"88,000.00"
32117105891,Upper quartile,2023 - 24,"89,000.00"
32117105891,Upper middle quartile,2023 - 24,"79,000.00"
32117105891,Total workforce,2023 - 24,"78,000.00"
32117105891,Lower quartile,2023 - 24,"69,000.00"
32117105891,Lower middle quartile,2023 - 24,"76,000.00"
32113090467,Upper middle quartile,2024 - 25,"93,000.00"
32113090467,Total workforce,2023 - 24,"104,000.00"
32113090467,Lower quartile,2023 - 24,"82,000.00"
32113090467,Lower middle quartile,2023 - 24,"91,000.00"
32110281760,Upper middle quartile,2023 - 24,"97,000.00"
32110281760,Total workforce,2023 - 24,"95,000.00"
32110281760,Lower quartile,2023 - 24,"65,000.00"
32110281760,Lower middle quartile,2023 - 24,"82,000.00"
32109439894,Upper quartile,2023 - 24,"274,000.00"
32109439894,Upper middle quartile,2023 - 24,"179,000.00"
32109439894,Total workforce,2023 - 24,"176,000.00"
32109439894,Lower quartile,2023 - 24,"109,000.00"
32109439894,Lower middle quartile,2023 - 24,"144,000.00"
32107913342,Upper quartile,2023 - 24,"167,000.00"
32107913342,Upper middle quartile,2023 - 24,"126,000.00"
32107913342,Total workforce,2023 - 24,"120,000.00"
32107913342,Lower quartile,2023 - 24,"82,000.00"
32107913342,Lower middle quartile,2023 - 24,"107,000.00"
32107267723,Upper quartile,2023 - 24,"108,000.00"
32107267723,Upper middle quartile,2023 - 24,"81,000.00"
32107267723,Total workforce,2023 - 24,"79,000.00"
32107267723,Lower quartile,2023 - 24,"57,000.00"
32107267723,Lower middle quartile,2023 - 24,"69,000.00"
32105250413,Upper quartile,2023 - 24,"204,000.00"
32105250413,Upper middle quartile,2023 - 24,"137,000.00"
32105250413,Total workforce,2023 - 24,"131,000.00"
32105250413,Lower quartile,2023 - 24,"82,000.00"
32105250413,Lower middle quartile,2023 - 24,"104,000.00"
32105234326,Upper middle quartile,2024 - 25,"107,000.00"
32105234326,Total workforce,2023 - 24,"100,000.00"
32105234326,Lower quartile,2023 - 24,"76,000.00"
32105234326,Lower middle quartile,2023 - 24,"93,000.00"
32103221352,Upper quartile,2023 - 24,"220,000.00"
32103221352,Upper middle quartile,2023 - 24,"118,000.00"
32103221352,Total workforce,2023 - 24,"115,000.00"
32103221352,Lower quartile,2023 - 24,"52,000.00"
32103221352,Lower middle quartile,2023 - 24,"70,000.00"
32099911449,Upper quartile,2023 - 24,"260,000.00"
32099911449,Upper middle quartile,2023 - 24,"157,000.00"
32099911449,Total workforce,2023 - 24,"150,000.00"
32099911449,Lower quartile,2023 - 24,"76,000.00"
32099911449,Lower middle quartile,2023 - 24,"108,000.00"
32095551581,Upper quartile,2023 - 24,"221,000.00"
32095551581,Upper middle quartile,2023 - 24,"118,000.00"
32095551581,Total workforce,2023 - 24,"120,000.00"
32095551581,Lower quartile,2023 - 24,"60,000.00"
32095551581,Lower middle quartile,2023 - 24,"84,000.00"
32093616043,Upper middle quartile,2024 - 25,"74,000.00"
32093616043,Total workforce,2023 - 24,"75,000.00"
32093616043,Lower quartile,2023 - 24,"61,000.00"
32093616043,Lower middle quartile,2023 - 24,"70,000.00"
32087963960,Upper quartile,2023 - 24,"422,000.00"
32087963960,Upper middle quartile,2023 - 24,"198,000.00"
32087963960,Total workforce,2023 - 24,"200,000.00"
32087963960,Lower quartile,2023 - 24,"74,000.00"
32087963960,Lower middle quartile,2023 - 24,"107,000.00"
32087652088,Upper quartile,2023 - 24,"157,000.00"
32087652088,Upper middle quartile,2023 - 24,"93,000.00"
32087652088,Total workforce,2023 - 24,"100,000.00"
32087652088,Lower quartile,2023 - 24,"72,000.00"
32087652088,Lower middle quartile,2023 - 24,"80,000.00"
32085588656,Upper middle quartile,2024 - 25,"100,000.00"
32085588656,Total workforce,2023 - 24,"90,000.00"
32085588656,Lower quartile,2023 - 24,"64,000.00"
32085588656,Lower middle quartile,2023 - 24,"79,000.00"
32084682579,Upper quartile,2023 - 24,"140,000.00"
32084682579,Upper middle quartile,2024 - 25,"140,000.00"
32084682579,Total workforce,2023 - 24,"101,000.00"
32084682579,Lower quartile,2023 - 24,"62,000.00"
32084682579,Lower middle quartile,2023 - 24,"92,000.00"
32082621092,Upper quartile,2023 - 24,"166,000.00"
32082621092,Upper middle quartile,2023 - 24,"125,000.00"
32082621092,Total workforce,2023 - 24,"119,000.00"
32082621092,Lower quartile,2023 - 24,"83,000.00"
32082621092,Lower middle quartile,2023 - 24,"104,000.00"
32081257052,Upper quartile,2023 - 24,"253,000.00"
32081257052,Upper middle quartile,2023 - 24,"117,000.00"
32081257052,Total workforce,2023 - 24,"133,000.00"
32081257052,Lower quartile,2023 - 24,"75,000.00"
32081257052,Lower middle quartile,2023 - 24,"88,000.00"
32079436258,Upper quartile,2023 - 24,"177,000.00"
32079436258,Upper middle quartile,2023 - 24,"102,000.00"
32079436258,Total workforce,2023 - 24,"107,000.00"
32079436258,Lower quartile,2023 - 24,"67,000.00"
32079436258,Lower middle quartile,2023 - 24,"84,000.00"
32076483808,Upper quartile,2023 - 24,"231,000.00"
32076483808,Upper middle quartile,2023 - 24,"142,000.00"
32076483808,Total workforce,2023 - 24,"136,000.00"
32076483808,Lower quartile,2023 - 24,"72,000.00"
32076483808,Lower middle quartile,2023 - 24,"101,000.00"
32075475731,Upper quartile,2023 - 24,"195,000.00"
32075475731,Upper middle quartile,2023 - 24,"115,000.00"
32075475731,Total workforce,2023 - 24,"114,000.00"
32075475731,Lower quartile,2023 - 24,"61,000.00"
32075475731,Lower middle quartile,2023 - 24,"85,000.00"
32071822172,Upper quartile,2023 - 24,"108,000.00"
32071822172,Upper middle quartile,2023 - 24,"78,000.00"
32071822172,Total workforce,2023 - 24,"81,000.00"
32071822172,Lower quartile,2023 - 24,"66,000.00"
32071822172,Lower middle quartile,2023 - 24,"72,000.00"
32068267816,Upper middle quartile,2024 - 25,"76,000.00"
32068267816,Total workforce,2023 - 24,"102,000.00"
32068267816,Lower quartile,2023 - 24,"72,000.00"
32068267816,Lower middle quartile,2023 - 24,"83,000.00"
32067732941,Upper quartile,2023 - 24,"267,000.00"
32067732941,Upper middle quartile,2023 - 24,"178,000.00"
32067732941,Total workforce,2023 - 24,"169,000.00"
32067732941,Lower quartile,2023 - 24,"86,000.00"
32067732941,Lower middle quartile,2023 - 24,"147,000.00"
32062323728,Upper quartile,2023 - 24,"466,000.00"
32062323728,Upper middle quartile,2023 - 24,"182,000.00"
32062323728,Total workforce,2023 - 24,"206,000.00"
32062323728,Lower quartile,2023 - 24,"74,000.00"
32062323728,Lower middle quartile,2023 - 24,"103,000.00"
32060951162,Upper quartile,2023 - 24,"265,000.00"
32060951162,Upper middle quartile,2023 - 24,"169,000.00"
32060951162,Total workforce,2023 - 24,"162,000.00"
32060951162,Lower quartile,2023 - 24,"80,000.00"
32060951162,Lower middle quartile,2023 - 24,"134,000.00"
32053909470,Upper quartile,2023 - 24,"205,000.00"
32053909470,Upper middle quartile,2023 - 24,"194,000.00"
32053909470,Total workforce,2023 - 24,"191,000.00"
32053909470,Lower quartile,2023 - 24,"178,000.00"
32053909470,Lower middle quartile,2023 - 24,"189,000.00"
32053705712,Upper quartile,2023 - 24,"341,000.00"
32053705712,Upper middle quartile,2023 - 24,"223,000.00"
32053705712,Total workforce,2023 - 24,"219,000.00"
32053705712,Lower quartile,2023 - 24,"131,000.00"
32053705712,Lower middle quartile,2023 - 24,"184,000.00"
32050019817,Upper quartile,2023 - 24,"216,000.00"
32050019817,Upper middle quartile,2023 - 24,"149,000.00"
32050019817,Total workforce,2023 - 24,"143,000.00"
32050019817,Lower quartile,2023 - 24,"90,000.00"
32050019817,Lower middle quartile,2023 - 24,"119,000.00"
32025287736,Upper quartile,2023 - 24,"212,000.00"
32025287736,Upper middle quartile,2023 - 24,"125,000.00"
32025287736,Total workforce,2023 - 24,"125,000.00"
32025287736,Lower quartile,2023 - 24,"70,000.00"
32025287736,Lower middle quartile,2023 - 24,"93,000.00"
32009656740,Upper quartile,2023 - 24,"267,000.00"
32009656740,Upper middle quartile,2023 - 24,"143,000.00"
32009656740,Total workforce,2023 - 24,"147,000.00"
32009656740,Lower quartile,2023 - 24,"76,000.00"
32009656740,Lower middle quartile,2023 - 24,"100,000.00"
32008551068,Upper quartile,2023 - 24,"584,000.00"
32008551068,Upper middle quartile,2023 - 24,"468,000.00"
32008551068,Total workforce,2023 - 24,"468,000.00"
32008551068,Lower quartile,2023 - 24,"389,000.00"
32008551068,Lower middle quartile,2024 - 25,"352,000.00"
32008102690,Upper quartile,2023 - 24,"192,000.00"
32008102690,Upper middle quartile,2023 - 24,"144,000.00"
32008102690,Total workforce,2023 - 24,"137,000.00"
32008102690,Lower quartile,2023 - 24,"94,000.00"
32008102690,Lower middle quartile,2023 - 24,"120,000.00"
32008024557,Upper quartile,2023 - 24,"291,000.00"
32008024557,Upper middle quartile,2023 - 24,"131,000.00"
32008024557,Total workforce,2023 - 24,"148,000.00"
32008024557,Lower quartile,2023 - 24,"72,000.00"
32008024557,Lower middle quartile,2023 - 24,"98,000.00"
32007027447,Upper quartile,2023 - 24,"159,000.00"
32007027447,Upper middle quartile,2023 - 24,"102,000.00"
32007027447,Total workforce,2023 - 24,"102,000.00"
32007027447,Lower quartile,2023 - 24,"68,000.00"
32007027447,Lower middle quartile,2023 - 24,"82,000.00"
32005752081,Upper quartile,2023 - 24,"161,000.00"
32005752081,Upper middle quartile,2023 - 24,"107,000.00"
32005752081,Total workforce,2023 - 24,"106,000.00"
32005752081,Lower quartile,2023 - 24,"70,000.00"
32005752081,Lower middle quartile,2023 - 24,"87,000.00"
32005315917,Upper quartile,2023 - 24,"311,000.00"
32005315917,Upper middle quartile,2023 - 24,"156,000.00"
32005315917,Total workforce,2023 - 24,"162,000.00"
32005315917,Lower quartile,2023 - 24,"74,000.00"
32005315917,Lower middle quartile,2023 - 24,"108,000.00"
32004364103,Upper quartile,2023 - 24,"133,000.00"
32004364103,Upper middle quartile,2023 - 24,"93,000.00"
32004364103,Total workforce,2023 - 24,"95,000.00"
32004364103,Lower quartile,2023 - 24,"71,000.00"
32004364103,Lower middle quartile,2023 - 24,"82,000.00"
32004260860,Upper quartile,2023 - 24,"140,000.00"
32004260860,Upper middle quartile,2023 - 24,"111,000.00"
32004260860,Total workforce,2023 - 24,"102,000.00"
32004260860,Lower quartile,2023 - 24,"66,000.00"
32004260860,Lower middle quartile,2023 - 24,"90,000.00"
32003562203,Upper middle quartile,2023 - 24,"68,000.00"
32003562203,Total workforce,2023 - 24,"71,000.00"
32003562203,Lower quartile,2023 - 24,"66,000.00"
32003562203,Lower middle quartile,2023 - 24,"67,000.00"
32003531860,Upper quartile,2023 - 24,"154,000.00"
32003531860,Upper middle quartile,2024 - 25,"127,000.00"
32003531860,Total workforce,2023 - 24,"121,000.00"
32003531860,Lower quartile,2023 - 24,"88,000.00"
32003531860,Lower middle quartile,2023 - 24,"113,000.00"
32003380827,Upper quartile,2023 - 24,"143,000.00"
32003380827,Upper middle quartile,2023 - 24,"93,000.00"
32003380827,Total workforce,2023 - 24,"96,000.00"
32003380827,Lower quartile,2023 - 24,"69,000.00"
32003380827,Lower middle quartile,2023 - 24,"82,000.00"
32002521342,Upper quartile,2023 - 24,"160,000.00"
32002521342,Upper middle quartile,2024 - 25,"125,000.00"
32002521342,Total workforce,2023 - 24,"115,000.00"
32002521342,Lower quartile,2023 - 24,"74,000.00"
32002521342,Lower middle quartile,2023 - 24,"98,000.00"
32002360152,Upper middle quartile,2023 - 24,"54,000.00"
32002360152,Total workforce,2023 - 24,"62,000.00"
32002360152,Lower quartile,2023 - 24,"41,000.00"
32002360152,Lower middle quartile,2023 - 24,"50,000.00"
32001531586,Upper quartile,2023 - 24,"680,000.00"
32001531586,Upper middle quartile,2023 - 24,"267,000.00"
32001531586,Total workforce,2023 - 24,"314,000.00"
32001531586,Lower quartile,2023 - 24,"127,000.00"
32001531586,Lower middle quartile,2023 - 24,"186,000.00"
32001408402,Upper quartile,2023 - 24,"296,000.00"
32001408402,Upper middle quartile,2023 - 24,"195,000.00"
32001408402,Total workforce,2023 - 24,"189,000.00"
32001408402,Lower quartile,2023 - 24,"108,000.00"
32001408402,Lower middle quartile,2023 - 24,"157,000.00"
32001255312,Upper quartile,2023 - 24,"201,000.00"
32001255312,Upper middle quartile,2023 - 24,"125,000.00"
32001255312,Total workforce,2023 - 24,"126,000.00"
32001255312,Lower quartile,2023 - 24,"78,000.00"
32001255312,Lower middle quartile,2023 - 24,"99,000.00"
32000884855,Upper quartile,2023 - 24,"215,000.00"
32000884855,Upper middle quartile,2024 - 25,"119,000.00"
